FireNum, XStart, YStart, Acres
3258, 4522410.00, 3245920.00, 2700.86
3259, 4523230.00, 3250140.00, 2335.15
3260, 4562250.00, 3208623.00, 3790.60
3261, 4572350.00, 3213507.00, 2419.16
3262, 4548685.00, 3233165.00, 3592.91
3263, 4584285.00, 3242803.00, 91.43
3264, 4523396.00, 3238400.00, 1314.60
3265, 4580643.00, 3255497.00, 5653.77
3266, 4549365.00, 3255673.00, 832.75
3267, 4561316.00, 3230798.00, 2300.55
3268, 4573007.00, 3262228.00, 1393.67
3269, 4562396.00, 3235000.00, 2705.80
3270, 4552278.00, 3259754.00, 66.72
3271, 4532734.00, 3246839.00, 2483.41
3272, 4533432.00, 3220083.00, 4057.47
3273, 4543502.00, 3226073.00, 4064.88
3274, 4578325.00, 3230305.00, 3998.17
3275, 4529761.00, 3233959.00, 3872.14
3276, 4581178.00, 3252459.00, 1759.39
3277, 4578338.00, 3237215.00, 3266.73
3278, 4560068.00, 3261291.00, 284.17
3279, 4564818.00, 3197108.00, 1284.95
3280, 4566740.00, 3197586.00, 1284.95
3281, 4525824.00, 3202259.00, 7808.53
3282, 4580674.00, 3233461.00, 2127.58
3283, 4581851.00, 3243560.00, 4012.99
3284, 4552515.00, 3222616.00, 738.85
3285, 4540814.00, 3232406.00, 4734.54
3286, 4525610.00, 3200049.00, 6390.15
3287, 4584349.00, 3253490.00, 1984.26
3288, 4579529.00, 3209693.00, 2851.60
3289, 4566283.00, 3239472.00, 8065.52
3290, 4582224.00, 3250310.00, 971.12
3291, 4577630.00, 3218500.00, 1554.29
3292, 4580380.00, 3229826.00, 3904.27
3293, 4542009.00, 3219016.00, 12283.61
3294, 4535979.00, 3217636.00, 1791.51
3295, 4561414.00, 3259839.00, 2.47
3296, 4524476.00, 3261461.00, 2648.97
3297, 4528420.00, 3205875.00, 3390.29
3298, 4566942.00, 3229367.00, 2898.55
3299, 4559710.00, 3198797.00, 3007.27
3300, 4573022.00, 3255923.00, 2802.18
3301, 4526345.00, 3201638.00, 7776.41
3302, 4531412.00, 3245313.00, 1149.04
3303, 4527465.00, 3205587.00, 2797.23
3304, 4526525.00, 3199865.00, 6538.41
3305, 4576515.00, 3204291.00, 84.02
3306, 4562294.00, 3239139.00, 2547.66
3307, 4525821.00, 3223769.00, 11633.72
3308, 4522099.00, 3240477.00, 1455.45
3309, 4570120.00, 3256593.00, 753.67
3310, 4553425.00, 3218692.00, 1850.82
3311, 4568489.00, 3234637.00, 4126.66
3312, 4534035.00, 3229679.00, 2757.70
3313, 4586247.00, 3221721.00, 3538.55
3314, 4571885.00, 3222610.00, 3397.70
3315, 4574548.00, 3249648.00, 98.84
3316, 4565813.00, 3237102.00, 3212.37
3317, 4554612.00, 3207217.00, 3091.29
3318, 4580474.00, 3211652.00, 1230.58
3319, 4574683.00, 3255290.00, 3073.99
3320, 4553868.00, 3207808.00, 3274.15
3321, 4555314.00, 3229433.00, 3457.00
3322, 4553950.00, 3223613.00, 1339.31
3323, 4539337.00, 3244298.00, 1037.84
3324, 4533258.00, 3235791.00, 2041.09
3325, 4552470.00, 3255676.00, 37.07
3326, 4527842.00, 3217779.00, 8579.50
3327, 4554603.00, 3206323.00, 2036.15
3328, 4578008.00, 3260476.00, 1213.29
3329, 4547919.00, 3200957.00, 2883.72
3330, 4564862.00, 3226271.00, 3036.93
3331, 4534743.00, 3259317.00, 2718.16
3332, 4572536.00, 3227590.00, 1803.87
3333, 4564811.00, 3209443.00, 2438.93
3334, 4570927.00, 3217585.00, 4227.97
3335, 4579426.00, 3219484.00, 2742.87
3336, 4529180.00, 3204380.00, 3303.80
3337, 4581041.00, 3252810.00, 1769.27
3338, 4570798.00, 3251092.00, 2317.85
3339, 4521928.00, 3222011.00, 7828.30
3340, 4578649.00, 3240293.00, 3056.69
3341, 4585632.00, 3239861.00, 3076.46
3342, 4571277.00, 3220461.00, 2564.95
3343, 4552796.00, 3249822.00, 630.12
3344, 4568150.00, 3217821.00, 1717.38
3345, 4535563.00, 3197101.00, 783.32
3346, 4575799.00, 3211196.00, 521.39
3347, 4544751.00, 3219137.00, 13447.47
3348, 4550461.00, 3220847.00, 2088.04
3349, 4536225.00, 3241672.00, 2755.23
3350, 4564471.00, 3234906.00, 5149.68
3351, 4524415.00, 3221308.00, 12464.00
3352, 4564702.00, 3221160.00, 2409.28
3353, 4556236.00, 3242562.00, 429.96
3354, 4560275.00, 3197007.00, 1981.79
3355, 4567544.00, 3201108.00, 444.79
3356, 4568986.00, 3213591.00, 543.63
3357, 4564629.00, 3228237.00, 4344.11
3358, 4569771.00, 3216449.00, 2555.07
3359, 4585053.00, 3239377.00, 3573.14
3360, 4538055.00, 3238058.00, 2567.42
3361, 4555745.00, 3220229.00, 3476.77
3362, 4566494.00, 3219380.00, 2802.18
3363, 4526888.00, 3231562.00, 3313.68
3364, 4578031.00, 3253772.00, 1868.12
3365, 4552430.00, 3210365.00, 726.49
3366, 4538791.00, 3213522.00, 1522.17
3367, 4543574.00, 3212014.00, 1401.09
3368, 4562940.00, 3236413.00, 1937.31
3369, 4548480.00, 3228864.00, 3474.30
3370, 4575177.00, 3231118.00, 1603.71
3371, 4537976.00, 3202245.00, 2520.47
3372, 4576037.00, 3230126.00, 2194.30
3373, 4544864.00, 3258167.00, 22.24
3374, 4544559.00, 3231494.00, 2765.11
3375, 4572833.00, 3256147.00, 2703.33
3376, 4544620.00, 3219050.00, 13353.57
3377, 4562366.00, 3233649.00, 2332.67
3378, 4537619.00, 3260106.00, 4551.68
3379, 4583886.00, 3233096.00, 3592.91
3380, 4535945.00, 3233561.00, 3464.42
3381, 4522259.00, 3216844.00, 1905.18
3382, 4531982.00, 3230292.00, 1803.87
3383, 4575820.00, 3259100.00, 2142.40
3384, 4571149.00, 3222149.00, 3224.73
3385, 4529548.00, 3229741.00, 1544.41
3386, 4570389.00, 3231687.00, 4843.27
3387, 4581669.00, 3252592.00, 2280.78
3388, 4542031.00, 3260478.00, 1645.72
3389, 4579168.00, 3246677.00, 2812.06
3390, 4521603.00, 3198975.00, 264.40
3391, 4560748.00, 3211787.00, 5280.64
3392, 4581816.00, 3201474.00, 620.23
3393, 4572900.00, 3235682.00, 1171.28
3394, 4580271.00, 3217579.00, 2500.71
3395, 4569164.00, 3217302.00, 2881.25
3396, 4561219.00, 3234051.00, 3135.77
3397, 4537424.00, 3246096.00, 121.08
3398, 4576854.00, 3233493.00, 4517.09
3399, 4570537.00, 3229206.00, 4269.98
3400, 4539664.00, 3213967.00, 1475.22
3401, 4532396.00, 3226354.00, 682.01
3402, 4552145.00, 3217200.00, 1541.94
3403, 4560551.00, 3230641.00, 2265.96
3404, 4546294.00, 3245934.00, 887.11
3405, 4566955.00, 3258529.00, 2322.79
3406, 4563742.00, 3223016.00, 1280.01
3407, 4578318.00, 3206860.00, 1230.58
3408, 4532783.00, 3252358.00, 1208.35
3409, 4527620.00, 3214466.00, 3207.43
3410, 4585712.00, 3218799.00, 2693.45
3411, 4580063.00, 3239925.00, 6407.44
3412, 4584514.00, 3222098.00, 2562.48
3413, 4584475.00, 3253052.00, 1378.85
3414, 4571751.00, 3202418.00, 1060.08
3415, 4541245.00, 3200813.00, 1519.70
3416, 4582397.00, 3220740.00, 3434.76
3417, 4528465.00, 3221394.00, 17198.53
3418, 4571132.00, 3222345.00, 3251.91
3419, 4559253.00, 3212909.00, 3877.08
3420, 4575812.00, 3243924.00, 4274.92
3421, 4563572.00, 3206910.00, 1719.85
3422, 4573198.00, 3207508.00, 1583.95
3423, 4541011.00, 3248657.00, 2789.82
3424, 4559824.00, 3239483.00, 5866.28
3425, 4533172.00, 3197315.00, 1702.56
3426, 4561103.00, 3201536.00, 728.96
3427, 4579451.00, 3248681.00, 3679.40
3428, 4583450.00, 3259593.00, 1789.04
3429, 4528102.00, 3262355.00, 931.59
3430, 4585275.00, 3251510.00, 1581.47
3431, 4572265.00, 3196261.00, 37.07
3432, 4569986.00, 3222967.00, 2473.52
3433, 4531173.00, 3253548.00, 4163.73
3434, 4553848.00, 3218763.00, 2379.62
3435, 4532745.00, 3255884.00, 390.43
3436, 4554259.00, 3208742.00, 4035.23
3437, 4528092.00, 3216029.00, 5050.83
3438, 4528430.00, 3218358.00, 9674.18
3439, 4585781.00, 3208721.00, 775.91
3440, 4548700.00, 3214316.00, 4746.89
3441, 4564231.00, 3223060.00, 1410.97
3442, 4548751.00, 3212979.00, 3125.88
3443, 4540372.00, 3248721.00, 988.42
3444, 4542945.00, 3246832.00, 2352.44
3445, 4536531.00, 3256674.00, 2349.97
3446, 4563529.00, 3218536.00, 2293.14
3447, 4551958.00, 3224584.00, 1099.62
3448, 4550209.00, 3218951.00, 2416.69
3449, 4559214.00, 3214253.00, 3078.93
3450, 4531339.00, 3257379.00, 2619.32
3451, 4537493.00, 3229729.00, 3073.99
3452, 4533773.00, 3200732.00, 2886.19
3453, 4528453.00, 3230317.00, 2715.69
3454, 4529329.00, 3215994.00, 4596.16
3455, 4528186.00, 3251814.00, 2493.29
3456, 4528885.00, 3243712.00, 3837.55
3457, 4518288.00, 3250487.00, 3335.92
3458, 4579996.00, 3239831.00, 7247.60
3459, 4561342.00, 3225677.00, 2233.83
3460, 4564295.00, 3218628.00, 2644.03
3461, 4577582.00, 3261723.00, 1171.28
3462, 4525058.00, 3258721.00, 2663.80
3463, 4578375.00, 3219977.00, 2772.52
3464, 4563571.00, 3205054.00, 2925.73
3465, 4577528.00, 3237190.00, 1732.21
3466, 4571390.00, 3260862.00, 1060.08
3467, 4581340.00, 3226708.00, 1586.42
3468, 4585221.00, 3252913.00, 976.07
3469, 4562041.00, 3234515.00, 3234.61
3470, 4519181.00, 3201865.00, 1146.57
3471, 4568658.00, 3248102.00, 1831.05
3472, 4566200.00, 3208382.00, 1611.13
3473, 4529825.00, 3218839.00, 3711.52
3474, 4560502.00, 3229199.00, 3049.28
3475, 4574303.00, 3228527.00, 657.30
3476, 4563747.00, 3252658.00, 3180.25
3477, 4568548.00, 3198377.00, 1124.33
3478, 4564735.00, 3218829.00, 2243.72
3479, 4577305.00, 3216242.00, 1139.16
3480, 4554044.00, 3225306.00, 1537.00
3481, 4581348.00, 3242547.00, 5611.76
3482, 4523387.00, 3236636.00, 682.01
3483, 4519151.00, 3255920.00, 247.11
3484, 4578591.00, 3208612.00, 3276.62
3485, 4575483.00, 3249942.00, 4907.51
3486, 4565133.00, 3236994.00, 4568.98
3487, 4541376.00, 3214747.00, 2690.98
3488, 4580675.00, 3245970.00, 2105.34
3489, 4563594.00, 3237630.00, 1635.84
3490, 4579770.00, 3250539.00, 1326.96
3491, 4578637.00, 3255352.00, 2777.46
3492, 4571647.00, 3203011.00, 1507.34
3493, 4559886.00, 3211747.00, 4539.33
3494, 4525483.00, 3224719.00, 14028.17
3495, 4522313.00, 3242757.00, 1966.96
3496, 4568361.00, 3235171.00, 5616.71
3497, 4566722.00, 3228027.00, 2367.27
3498, 4564410.00, 3223200.00, 2169.59
3499, 4546330.00, 3212980.00, 3864.73
3500, 4579441.00, 3236962.00, 7860.42
3501, 4551175.00, 3218861.00, 1265.18
3502, 4522794.00, 3245844.00, 2920.79
3503, 4530846.00, 3239024.00, 373.13
3504, 4580744.00, 3250973.00, 1391.20
3505, 4564863.00, 3227404.00, 5596.94
3506, 4554719.00, 3249065.00, 560.93
3507, 4581467.00, 3223663.00, 1717.38
3508, 4541585.00, 3261465.00, 1744.56
3509, 4563250.00, 3214964.00, 1178.69
3510, 4528194.00, 3255052.00, 3583.03
3511, 4557328.00, 3205778.00, 1532.05
3512, 4537108.00, 3236511.00, 1566.65
3513, 4521912.00, 3246013.00, 2330.20
3514, 4577473.00, 3234615.00, 4919.87
3515, 4554877.00, 3255048.00, 659.77
3516, 4524551.00, 3213828.00, 1134.21
3517, 4578207.00, 3247968.00, 3479.24
3518, 4570862.00, 3225857.00, 4069.83
3519, 4530468.00, 3247142.00, 1808.81
3520, 4584978.00, 3212397.00, 242.16
3521, 4577158.00, 3221891.00, 2211.59
3522, 4573977.00, 3261243.00, 852.51
3523, 4578479.00, 3219798.00, 2851.60
3524, 4561867.00, 3201779.00, 679.54
3525, 4517705.00, 3249777.00, 1260.24
3526, 4523418.00, 3202143.00, 1477.69
3527, 4518751.00, 3247847.00, 3004.80
3528, 4577639.00, 3237056.00, 2041.09
3529, 4560464.00, 3237794.00, 6451.92
3530, 4531165.00, 3258957.00, 434.91
3531, 4520293.00, 3222464.00, 1949.66
3532, 4521033.00, 3219613.00, 4050.06
3533, 4521248.00, 3250835.00, 2950.44
3534, 4544464.00, 3262210.00, 214.98
3535, 4543562.00, 3214831.00, 2310.44
3536, 4577124.00, 3209151.00, 2414.22
3537, 4569641.00, 3230923.00, 4462.72
3538, 4584823.00, 3250054.00, 1000.78
3539, 4563643.00, 3236824.00, 2162.17
3540, 4533596.00, 3248366.00, 3059.16
3541, 4538448.00, 3198970.00, 1215.76
3542, 4585402.00, 3215135.00, 1131.74
3543, 4577471.00, 3242889.00, 1213.29
3544, 4532886.00, 3224506.00, 17472.82
3545, 4579182.00, 3240786.00, 5100.26
3546, 4529564.00, 3263099.00, 701.78
3547, 4542813.00, 3217992.00, 11265.53
3548, 4578626.00, 3219930.00, 2943.03
3549, 4550192.00, 3255469.00, 832.75
3550, 4569979.00, 3250493.00, 37.07
3551, 4528899.00, 3215749.00, 4811.14
3552, 4546315.00, 3220540.00, 9812.55
3553, 4526249.00, 3256656.00, 1225.64
3554, 4558901.00, 3249747.00, 71.66
3555, 4573347.00, 3224156.00, 4040.17
3556, 4537500.00, 3231466.00, 2905.96
3557, 4561947.00, 3227597.00, 1186.11
3558, 4518376.00, 3202155.00, 1119.39
3559, 4548439.00, 3226855.00, 2016.38
3560, 4531562.00, 3199048.00, 2597.08
3561, 4567925.00, 3249478.00, 363.24
3562, 4570556.00, 3252601.00, 2394.45
3563, 4517909.00, 3242326.00, 1524.64
3564, 4551473.00, 3210205.00, 825.33
3565, 4565826.00, 3253894.00, 3486.66
3566, 4534728.00, 3251986.00, 135.91
3567, 4580961.00, 3240562.00, 3667.04
3568, 4551229.00, 3226394.00, 3113.53
3569, 4540520.00, 3205023.00, 14.83
3570, 4584896.00, 3214597.00, 874.75
3571, 4545520.00, 3221992.00, 9600.04
3572, 4546210.00, 3207065.00, 1037.84
3573, 4558488.00, 3235388.00, 3921.56
3574, 4521774.00, 3240283.00, 1317.07
3575, 4560927.00, 3232885.00, 2275.84
3576, 4567430.00, 3238215.00, 8352.16
3577, 4556748.00, 3225882.00, 2683.56
3578, 4570110.00, 3234852.00, 2851.60
3579, 4541043.00, 3211799.00, 810.51
3580, 4557357.00, 3213586.00, 2354.91
3581, 4561099.00, 3223455.00, 617.76
3582, 4573467.00, 3220846.00, 1964.49
3583, 4580793.00, 3226327.00, 2179.47
3584, 4565685.00, 3258939.00, 1198.46
3585, 4540974.00, 3197670.00, 313.82
3586, 4575863.00, 3221980.00, 2933.14
3587, 4569976.00, 3255334.00, 363.24
3588, 4545885.00, 3245563.00, 874.75
3589, 4555757.00, 3215729.00, 2441.40
3590, 4572239.00, 3208079.00, 1764.33
3591, 4528214.00, 3246719.00, 1929.89
3592, 4531562.00, 3250750.00, 1060.08
3593, 4582645.00, 3237143.00, 1282.48
3594, 4564386.00, 3196741.00, 1018.07
3595, 4573989.00, 3219735.00, 2910.90
3596, 4524085.00, 3230211.00, 1304.72
3597, 4518251.00, 3257976.00, 101.31
3598, 4573748.00, 3219921.00, 2547.66
3599, 4566553.00, 3246650.00, 914.29
3600, 4563576.00, 3198480.00, 2063.33
3601, 4538233.00, 3216049.00, 3407.58
3602, 4566548.00, 3227187.00, 1499.93
3603, 4541422.00, 3225918.00, 5090.37
3604, 4582301.00, 3261439.00, 1467.81
3605, 4562181.00, 3211691.00, 5900.88
3606, 4532251.00, 3248438.00, 3620.09
3607, 4530039.00, 3241601.00, 2090.51
3608, 4535923.00, 3221991.00, 4087.12
3609, 4579036.00, 3257130.00, 5873.69
3610, 4564759.00, 3226822.00, 5547.52
3611, 4577891.00, 3204155.00, 669.66
3612, 4520764.00, 3223346.00, 6214.70
3613, 4572464.00, 3245187.00, 1821.17
3614, 4547911.00, 3260420.00, 536.22
3615, 4533703.00, 3249349.00, 3269.20
3616, 4561746.00, 3236607.00, 3612.68
3617, 4536338.00, 3253459.00, 1455.45
3618, 4559087.00, 3222064.00, 106.26
3619, 4567425.00, 3219584.00, 2426.57
3620, 4541135.00, 3216730.00, 7961.74
3621, 4564051.00, 3212574.00, 3464.42
3622, 4531346.00, 3219478.00, 4648.05
3623, 4526605.00, 3198164.00, 4440.48
3624, 4554541.00, 3209986.00, 5357.24
3625, 4546121.00, 3217258.00, 6723.74
3626, 4524045.00, 3250749.00, 2490.82
3627, 4546160.00, 3201787.00, 3318.63
3628, 4555805.00, 3223897.00, 1413.44
3629, 4522093.00, 3246561.00, 2288.20
3630, 4545550.00, 3247137.00, 887.11
3631, 4545909.00, 3217611.00, 7647.91
3632, 4531330.00, 3248491.00, 2653.91
3633, 4564406.00, 3250850.00, 1712.44
3634, 4551656.00, 3241608.00, 1991.67
3635, 4554673.00, 3208886.00, 3632.45
3636, 4563012.00, 3211359.00, 5293.00
3637, 4576622.00, 3228940.00, 2589.66
3638, 4543797.00, 3227958.00, 724.02
3639, 4572134.00, 3250156.00, 1685.26
3640, 4537832.00, 3222826.00, 10074.49
3641, 4584991.00, 3208732.00, 1037.84
3642, 4550991.00, 3241890.00, 1900.24
3643, 4524321.00, 3219626.00, 8922.98
3644, 4528108.00, 3199507.00, 4989.06
3645, 4537583.00, 3215686.00, 2542.71
3646, 4557180.00, 3219419.00, 3790.60
3647, 4566585.00, 3196789.00, 973.60
3648, 4585809.00, 3208226.00, 654.83
3649, 4554074.00, 3220582.00, 3716.46
3650, 4554223.00, 3230272.00, 6521.11
3651, 4567889.00, 3250546.00, 425.02
3652, 4518307.00, 3202243.00, 1139.16
3653, 4576039.00, 3241868.00, 2340.09
3654, 4552568.00, 3204585.00, 1005.72
3655, 4535927.00, 3253872.00, 1873.06
3656, 4546861.00, 3216220.00, 5505.51
3657, 4521728.00, 3224010.00, 6086.21
3658, 4572280.00, 3225569.00, 3266.73
3659, 4546439.00, 3199953.00, 2693.45
3660, 4570816.00, 3252801.00, 2735.46
3661, 4543250.00, 3233510.00, 3531.14
3662, 4573407.00, 3247706.00, 2258.54
3663, 4549521.00, 3225097.00, 1714.91
3664, 4580019.00, 3214688.00, 662.24
3665, 4577829.00, 3262190.00, 1428.27
3666, 4519941.00, 3240922.00, 1739.62
3667, 4538829.00, 3254210.00, 1682.79
3668, 4580895.00, 3261983.00, 1954.60
3669, 4545001.00, 3214424.00, 1438.15
3670, 4574316.00, 3245964.00, 2325.26
3671, 4524709.00, 3219370.00, 11371.79
3672, 4558575.00, 3236818.00, 6086.21
3673, 4563209.00, 3223538.00, 1529.58
3674, 4551102.00, 3205308.00, 1596.30
3675, 4575478.00, 3250095.00, 5001.41
3676, 4571532.00, 3222232.00, 3654.69
3677, 4552538.00, 3247556.00, 271.82
3678, 4558907.00, 3234858.00, 3904.27
3679, 4572157.00, 3232591.00, 5569.76
3680, 4574448.00, 3239527.00, 1408.50
3681, 4576468.00, 3219008.00, 1401.09
3682, 4525942.00, 3242360.00, 1074.91
3683, 4524685.00, 3243264.00, 1999.08
3684, 4561082.00, 3218480.00, 3763.41
3685, 4544178.00, 3222492.00, 12832.18
3686, 4578307.00, 3212835.00, 7.41
3687, 4534795.00, 3230370.00, 3256.85
3688, 4573320.00, 3223666.00, 3182.72
3689, 4577520.00, 3216189.00, 1121.86
3690, 4526310.00, 3217467.00, 7981.50
3691, 4585922.00, 3230989.00, 1623.48
3692, 4564079.00, 3208346.00, 2765.11
3693, 4539622.00, 3209968.00, 934.06
3694, 4536090.00, 3239266.00, 2881.25
3695, 4566166.00, 3228572.00, 2105.34
3696, 4567635.00, 3221985.00, 5389.37
3697, 4563079.00, 3223063.00, 1131.74
3698, 4525080.00, 3223160.00, 12728.40
3699, 4578908.00, 3256230.00, 2545.19
3700, 4572959.00, 3229463.00, 3024.57
3701, 4546939.00, 3226879.00, 3004.80
3702, 4583790.00, 3260219.00, 3941.33
3703, 4531685.00, 3253639.00, 3857.32
3704, 4543000.00, 3229795.00, 3993.22
3705, 4554643.00, 3250667.00, 845.10
3706, 4537120.00, 3261704.00, 39.54
3707, 4540435.00, 3210830.00, 934.06
3708, 4569345.00, 3222869.00, 2152.29
3709, 4533473.00, 3215979.00, 1131.74
3710, 4550799.00, 3219443.00, 2698.39
3711, 4578111.00, 3225871.00, 3642.33
3712, 4556320.00, 3225715.00, 2340.09
3713, 4542080.00, 3262200.00, 17.30
3714, 4572266.00, 3232652.00, 5673.54
3715, 4521368.00, 3205904.00, 266.87
3716, 4553268.00, 3216749.00, 1727.27
3717, 4557003.00, 3225498.00, 2802.18
3718, 4538691.00, 3199767.00, 1606.18
3719, 4540215.00, 3246904.00, 484.33
3720, 4548810.00, 3212571.00, 2404.34
3721, 4565047.00, 3217884.00, 2597.08
3722, 4581397.00, 3228970.00, 3054.22
3723, 4561936.00, 3210612.00, 5626.59
3724, 4537080.00, 3242580.00, 2626.73
3725, 4537242.00, 3233486.00, 3051.75
3726, 4585565.00, 3218893.00, 2567.42
3727, 4544362.00, 3254756.00, 2.47
3728, 4532693.00, 3246552.00, 2332.67
3729, 4572164.00, 3225895.00, 3380.40
3730, 4578643.00, 3225375.00, 3101.17
3731, 4547557.00, 3232296.00, 4213.15
3732, 4574769.00, 3229137.00, 2330.20
3733, 4580497.00, 3208165.00, 1633.37
3734, 4532908.00, 3224053.00, 19941.40
3735, 4539942.00, 3257693.00, 370.66
3736, 4537299.00, 3218053.00, 2723.10
3737, 4535506.00, 3223071.00, 10304.29
3738, 4563522.00, 3237170.00, 1774.22
3739, 4560261.00, 3211264.00, 5962.65
3740, 4576705.00, 3228826.00, 2750.28
3741, 4563236.00, 3238208.00, 2189.35
3742, 4519101.00, 3216740.00, 1181.16
3743, 4564302.00, 3197661.00, 1546.88
3744, 4583971.00, 3228847.00, 1480.16
3745, 4565302.00, 3217073.00, 1499.93
3746, 4534247.00, 3262242.00, 2584.72
3747, 4560063.00, 3212237.00, 3111.06
3748, 4539595.00, 3241129.00, 563.40
3749, 4563443.00, 3234958.00, 2985.03
3750, 4538818.00, 3214598.00, 1667.96
3751, 4536146.00, 3197758.00, 1097.15
3752, 4584302.00, 3262644.00, 4092.07
3753, 4574491.00, 3220997.00, 4008.05
3754, 4519681.00, 3239349.00, 1660.55
3755, 4522474.00, 3206682.00, 1349.20
3756, 4543647.00, 3250071.00, 370.66
3757, 4556469.00, 3215481.00, 2792.29
3758, 4538292.00, 3216790.00, 4292.22
3759, 4545159.00, 3220274.00, 10284.53
3760, 4526304.00, 3260078.00, 3701.64
3761, 4582261.00, 3213241.00, 190.27
3762, 4522135.00, 3236437.00, 911.82
3763, 4551323.00, 3204626.00, 1213.29
3764, 4539273.00, 3219946.00, 9323.29
3765, 4551588.00, 3244963.00, 2505.65
3766, 4573747.00, 3208142.00, 1766.80
3767, 4569112.00, 3260993.00, 513.98
3768, 4561089.00, 3203010.00, 971.12
3769, 4546332.00, 3261299.00, 34.59
3770, 4569578.00, 3232320.00, 5036.01
3771, 4531253.00, 3205008.00, 2293.14
3772, 4552321.00, 3233106.00, 3758.47
3773, 4571181.00, 3229138.00, 3232.14
3774, 4526108.00, 3217768.00, 8614.09
3775, 4560178.00, 3231352.00, 2167.11
3776, 4570019.00, 3225916.00, 2807.12
3777, 4572154.00, 3256278.00, 2236.30
3778, 4579467.00, 3252249.00, 2209.12
3779, 4532503.00, 3259632.00, 1195.99
3780, 4543475.00, 3226134.00, 4566.51
3781, 4582820.00, 3251636.00, 1144.10
3782, 4527447.00, 3220904.00, 16239.77
3783, 4579067.00, 3215988.00, 2006.50
3784, 4585084.00, 3239251.00, 3671.99
3785, 4549003.00, 3212025.00, 2602.02
3786, 4544561.00, 3221932.00, 10188.15
3787, 4567493.00, 3223842.00, 2095.45
3788, 4546487.00, 3207288.00, 966.18
3789, 4550364.00, 3224439.00, 1121.86
3790, 4581874.00, 3257505.00, 953.83
3791, 4567127.00, 3216141.00, 479.38
3792, 4530335.00, 3223480.00, 22113.46
3793, 4558372.00, 3228310.00, 4040.17
3794, 4546202.00, 3201153.00, 3284.03
3795, 4556116.00, 3197776.00, 1534.52
3796, 4529857.00, 3204682.00, 2975.15
3797, 4517763.00, 3239877.00, 1349.20
3798, 4517980.00, 3227980.00, 2033.68
3799, 4572851.00, 3227332.00, 1932.36
3800, 4529272.00, 3257406.00, 2545.19
3801, 4519667.00, 3221647.00, 2307.96
3802, 4564888.00, 3237253.00, 3012.21
3803, 4572203.00, 3230425.00, 1986.73
3804, 4578464.00, 3235855.00, 5915.70
3805, 4568450.00, 3257073.00, 2861.48
3806, 4568404.00, 3222315.00, 3948.74
3807, 4518293.00, 3227134.00, 1630.90
3808, 4567565.00, 3217994.00, 1213.29
3809, 4572143.00, 3229058.00, 2048.50
3810, 4552150.00, 3218412.00, 1477.69
3811, 4586104.00, 3251977.00, 1225.64
3812, 4532569.00, 3200025.00, 1803.87
3813, 4584419.00, 3217417.00, 3429.82
3814, 4581505.00, 3240083.00, 5337.48
3815, 4539656.00, 3244676.00, 1114.45
3816, 4541510.00, 3244270.00, 1413.44
3817, 4555063.00, 3225890.00, 2473.52
3818, 4525459.00, 3232851.00, 2530.36
3819, 4571018.00, 3221617.00, 3647.28
3820, 4520780.00, 3241775.00, 1700.09
3821, 4558786.00, 3253235.00, 738.85
3822, 4538035.00, 3220918.00, 2.47
3823, 4541665.00, 3260913.00, 2144.87
3824, 4530836.00, 3262205.00, 533.75
3825, 4548529.00, 3217418.00, 5895.93
3826, 4572190.00, 3219520.00, 2305.49
3827, 4527787.00, 3238266.00, 3649.75
3828, 4526927.00, 3237622.00, 3523.72
3829, 4526405.00, 3200699.00, 7593.55
3830, 4539176.00, 3202630.00, 1784.10
3831, 4579736.00, 3260393.00, 995.83
3832, 4563312.00, 3204296.00, 1104.56
3833, 4560678.00, 3230988.00, 2332.67
3834, 4584471.00, 3222045.00, 2493.29
3835, 4581517.00, 3207681.00, 1144.10
3836, 4569733.00, 3221703.00, 5290.53
3837, 4541407.00, 3243917.00, 1173.75
3838, 4559912.00, 3217519.00, 2261.01
3839, 4537699.00, 3255235.00, 2315.38
3840, 4550787.00, 3240933.00, 1554.29
3841, 4536096.00, 3239757.00, 2797.23
3842, 4547243.00, 3263190.00, 101.31
3843, 4570382.00, 3210072.00, 598.00
3844, 4526481.00, 3251666.00, 1406.03
3845, 4518852.00, 3242393.00, 2105.34
3846, 4563663.00, 3209985.00, 2510.59
3847, 4567457.00, 3219675.00, 2330.20
3848, 4521954.00, 3202284.00, 2152.29
3849, 4532949.00, 3229191.00, 1670.43
3850, 4541019.00, 3228194.00, 2851.60
3851, 4529630.00, 3223831.00, 21792.22
3852, 4572367.00, 3253505.00, 3412.53
3853, 4547533.00, 3261992.00, 27.18
3854, 4583905.00, 3202133.00, 924.17
3855, 4582957.00, 3249712.00, 931.59
3856, 4553298.00, 3213965.00, 3790.60
3857, 4535723.00, 3231058.00, 3165.42
3858, 4525822.00, 3250486.00, 1628.42
3859, 4579666.00, 3228704.00, 3170.36
3860, 4557355.00, 3236872.00, 3081.40
3861, 4525753.00, 3251250.00, 1203.40
3862, 4529188.00, 3224689.00, 21666.20
3863, 4545691.00, 3228005.00, 3506.43
3864, 4585850.00, 3261067.00, 5270.76
3865, 4575819.00, 3212836.00, 1672.90
3866, 4538127.00, 3231598.00, 3172.83
3867, 4528240.00, 3223631.00, 19229.74
3868, 4574954.00, 3211443.00, 622.71
3869, 4567554.00, 3228929.00, 2060.86
