FireNum, XStart, YStart, Acres
1419, 4532231.00, 3228814.00, 1658.08
1420, 4555622.00, 3225475.00, 2092.98
1421, 4582904.00, 3223970.00, 1492.52
1422, 4524650.00, 3244464.00, 2433.99
1423, 4575345.00, 3241538.00, 2456.23
1424, 4521708.00, 3220549.00, 5241.11
1425, 4546495.00, 3233761.00, 3286.50
1426, 4557027.00, 3234184.00, 2152.29
1427, 4553245.00, 3232290.00, 5624.12
1428, 4562103.00, 3251389.00, 415.14
1429, 4544095.00, 3227014.00, 79.07
1430, 4574935.00, 3237426.00, 3064.11
1431, 4562002.00, 3238107.00, 3461.95
1432, 4527792.00, 3253835.00, 2653.91
1433, 4568930.00, 3214624.00, 1428.27
1434, 4586036.00, 3259853.00, 3783.18
1435, 4538416.00, 3245944.00, 476.91
1436, 4562396.00, 3215169.00, 1027.96
1437, 4564463.00, 3229554.00, 4994.00
1438, 4575634.00, 3231891.00, 1835.99
1439, 4572819.00, 3219512.00, 2028.74
1440, 4569069.00, 3225310.00, 2379.62
1441, 4532058.00, 3235032.00, 1813.75
1442, 4534210.00, 3206534.00, 170.50
1443, 4580954.00, 3219272.00, 1979.31
1444, 4529344.00, 3216409.00, 5310.29
1445, 4569322.00, 3197735.00, 943.94
1446, 4562762.00, 3208155.00, 2107.81
1447, 4524561.00, 3205985.00, 2189.35
1448, 4526897.00, 3262858.00, 266.87
1449, 4583734.00, 3252690.00, 1638.31
1450, 4525377.00, 3216347.00, 5139.79
1451, 4579792.00, 3251065.00, 1173.75
1452, 4530685.00, 3200009.00, 1423.33
1453, 4573810.00, 3261592.00, 995.83
1454, 4541052.00, 3233576.00, 3501.48
1455, 4554787.00, 3246827.00, 14.83
1456, 4561302.00, 3218473.00, 3479.24
1457, 4559494.00, 3261710.00, 261.93
1458, 4546787.00, 3227315.00, 2634.14
1459, 4523592.00, 3250271.00, 2443.87
1460, 4527840.00, 3206399.00, 4596.16
1461, 4586109.00, 3236695.00, 2416.69
1462, 4568516.00, 3262276.00, 1203.40
1463, 4547223.00, 3229433.00, 2720.63
1464, 4541079.00, 3233538.00, 3676.93
1465, 4574895.00, 3255821.00, 3244.49
1466, 4548082.00, 3223626.00, 2335.15
1467, 4586155.00, 3216273.00, 1680.32
1468, 4577175.00, 3261702.00, 1074.91
1469, 4536467.00, 3259351.00, 4010.52
1470, 4542473.00, 3245410.00, 2391.98
1471, 4537024.00, 3258780.00, 4287.28
1472, 4549549.00, 3226016.00, 2500.71
1473, 4580970.00, 3211379.00, 1546.88
1474, 4532697.00, 3249847.00, 3711.52
1475, 4525168.00, 3230352.00, 1527.11
1476, 4537924.00, 3242756.00, 1717.38
1477, 4560019.00, 3226607.00, 1890.36
1478, 4568854.00, 3222340.00, 3204.96
1479, 4536243.00, 3229250.00, 2083.10
1480, 4527415.00, 3230137.00, 1665.49
1481, 4530440.00, 3245760.00, 1280.01
1482, 4541720.00, 3225071.00, 4779.02
1483, 4523364.00, 3244431.00, 2636.61
1484, 4574440.00, 3240842.00, 1991.67
1485, 4533965.00, 3200655.00, 2653.91
1486, 4524452.00, 3196125.00, 1089.73
1487, 4550964.00, 3254021.00, 118.61
1488, 4579245.00, 3240899.00, 5720.49
1489, 4536029.00, 3256307.00, 2261.01
1490, 4560132.00, 3213167.00, 1937.31
1491, 4541432.00, 3262356.00, 2421.63
1492, 4552871.00, 3243460.00, 2658.85
1493, 4531785.00, 3233276.00, 768.50
1494, 4547149.00, 3214646.00, 3056.69
1495, 4552805.00, 3204210.00, 1092.21
1496, 4582396.00, 3248006.00, 155.68
1497, 4551843.00, 3216254.00, 2972.68
1498, 4559216.00, 3229226.00, 3051.75
1499, 4539402.00, 3216648.00, 5107.67
1500, 4579565.00, 3238706.00, 6217.17
1501, 4552172.00, 3234608.00, 3632.45
1502, 4579281.00, 3251446.00, 1653.14
1503, 4533204.00, 3258257.00, 939.00
1504, 4532647.00, 3230673.00, 1487.57
1505, 4586024.00, 3223051.00, 3689.28
1506, 4527558.00, 3232892.00, 3928.98
1507, 4567569.00, 3235838.00, 5176.86
1508, 4519627.00, 3226030.00, 1341.78
1509, 4537652.00, 3219462.00, 2967.74
1510, 4580432.00, 3215117.00, 1309.66
1511, 4528483.00, 3217357.00, 7101.81
1512, 4543801.00, 3247603.00, 1924.95
1513, 4580791.00, 3261774.00, 1900.24
1514, 4530726.00, 3262330.00, 612.82
1515, 4548341.00, 3214642.00, 4077.24
1516, 4560139.00, 3198679.00, 2214.06
1517, 4528172.00, 3198746.00, 4027.82
1518, 4579211.00, 3245195.00, 2238.77
1519, 4584073.00, 3236999.00, 1544.41
1520, 4567670.00, 3211171.00, 2172.06
1521, 4543520.00, 3222437.00, 12454.11
1522, 4526649.00, 3244774.00, 32.12
1523, 4574549.00, 3225907.00, 3343.34
1524, 4542318.00, 3245489.00, 1749.51
1525, 4586111.00, 3237720.00, 2555.07
1526, 4529809.00, 3199452.00, 2362.33
1527, 4577243.00, 3217085.00, 1077.38
1528, 4551488.00, 3241081.00, 1751.98
1529, 4585508.00, 3245478.00, 1398.62
1530, 4542965.00, 3229347.00, 4287.28
1531, 4530891.00, 3228632.00, 1087.26
1532, 4559623.00, 3236912.00, 6615.01
1533, 4540171.00, 3225774.00, 3518.78
1534, 4534221.00, 3248330.00, 2641.56
1535, 4543413.00, 3217328.00, 9646.99
1536, 4566806.00, 3236726.00, 3919.09
1537, 4519854.00, 3241019.00, 1751.98
1538, 4583028.00, 3216467.00, 3405.11
1539, 4563819.00, 3254241.00, 3390.29
1540, 4573008.00, 3261477.00, 847.57
1541, 4553221.00, 3233232.00, 4556.62
1542, 4532770.00, 3247105.00, 2681.09
1543, 4560725.00, 3230476.00, 2290.67
1544, 4567079.00, 3263061.00, 1126.80
1545, 4584327.00, 3261095.00, 4788.90
1546, 4559282.00, 3205393.00, 1435.68
1547, 4530795.00, 3251763.00, 2564.95
1548, 4580847.00, 3254440.00, 4116.78
1549, 4527264.00, 3231772.00, 3508.90
1550, 4575095.00, 3233319.00, 4944.58
1551, 4567844.00, 3237154.00, 6432.15
1552, 4556608.00, 3216835.00, 2080.63
1553, 4521346.00, 3230631.00, 1927.42
1554, 4539719.00, 3198498.00, 1156.45
1555, 4584434.00, 3246985.00, 2105.34
1556, 4560855.00, 3245868.00, 214.98
1557, 4519663.00, 3224555.00, 5275.70
1558, 4536518.00, 3254811.00, 2458.70
1559, 4519029.00, 3254495.00, 42.01
1560, 4546356.00, 3214581.00, 3187.66
1561, 4529967.00, 3224106.00, 22538.48
1562, 4546027.00, 3226756.00, 3889.44
1563, 4519998.00, 3246802.00, 2940.55
1564, 4576380.00, 3246031.00, 2075.69
1565, 4581685.00, 3258233.00, 1406.03
1566, 4570725.00, 3206467.00, 1260.24
1567, 4524949.00, 3243648.00, 2542.71
1568, 4578379.00, 3224944.00, 3128.35
1569, 4536015.00, 3232066.00, 2522.95
1570, 4521121.00, 3218469.00, 3550.90
1571, 4534006.00, 3223582.00, 15856.75
1572, 4563158.00, 3219523.00, 2693.45
1573, 4577693.00, 3221547.00, 2068.27
1574, 4541491.00, 3260006.00, 1554.29
1575, 4521059.00, 3219216.00, 4114.30
1576, 4557244.00, 3218149.00, 2671.21
1577, 4574859.00, 3234902.00, 4813.61
1578, 4564505.00, 3229898.00, 4591.22
1579, 4531879.00, 3246507.00, 2312.91
1580, 4571798.00, 3245354.00, 2169.59
1581, 4530215.00, 3258151.00, 59.31
1582, 4571474.00, 3215026.00, 4003.11
1583, 4536656.00, 3239919.00, 3002.33
1584, 4569571.00, 3256344.00, 649.89
1585, 4547033.00, 3227306.00, 2206.65
1586, 4583525.00, 3253218.00, 2416.69
1587, 4583708.00, 3220358.00, 2.47
1588, 4553391.00, 3212728.00, 3728.82
1589, 4575022.00, 3211989.00, 1423.33
1590, 4570978.00, 3231673.00, 5708.13
1591, 4572858.00, 3253927.00, 2555.07
1592, 4525728.00, 3219118.00, 12439.28
1593, 4556360.00, 3196777.00, 1107.03
1594, 4552823.00, 3263272.00, 326.18
1595, 4518000.00, 3205517.00, 2068.27
1596, 4570763.00, 3221190.00, 4566.51
1597, 4546213.00, 3234115.00, 4136.54
1598, 4529143.00, 3251655.00, 3489.13
1599, 4574773.00, 3211141.00, 748.73
1600, 4543925.00, 3218442.00, 12244.07
1601, 4581993.00, 3220443.00, 2456.23
1602, 4560676.00, 3215303.00, 1104.56
1603, 4551793.00, 3211294.00, 1025.49
1604, 4568869.00, 3225061.00, 2285.72
1605, 4553209.00, 3227416.00, 4462.72
1606, 4541720.00, 3259761.00, 1272.59
1607, 4522056.00, 3237747.00, 1050.20
1608, 4529077.00, 3232272.00, 2624.26
1609, 4524605.00, 3260358.00, 2433.99
1610, 4558334.00, 3219705.00, 1900.24
1611, 4530193.00, 3262497.00, 716.61
1612, 4530254.00, 3262804.00, 793.21
1613, 4569397.00, 3214521.00, 1648.19
1614, 4522298.00, 3233159.00, 877.22
1615, 4555484.00, 3211641.00, 2463.64
1616, 4521102.00, 3240480.00, 1751.98
1617, 4568951.00, 3225631.00, 2105.34
1618, 4572949.00, 3225949.00, 2980.09
1619, 4550250.00, 3216408.00, 4724.65
1620, 4581067.00, 3220581.00, 1929.89
1621, 4537658.00, 3201236.00, 1480.16
1622, 4578189.00, 3256235.00, 1912.60
1623, 4530757.00, 3223007.00, 20887.82
1624, 4526700.00, 3252923.00, 1455.45
1625, 4555789.00, 3220376.00, 3424.88
1626, 4554527.00, 3248703.00, 479.38
1627, 4566181.00, 3240431.00, 7104.28
1628, 4573170.00, 3244194.00, 1057.61
1629, 4578964.00, 3245447.00, 2752.75
1630, 4526678.00, 3212648.00, 1457.92
1631, 4526253.00, 3196290.00, 1045.26
1632, 4567793.00, 3218058.00, 1349.20
1633, 4569335.00, 3230499.00, 4875.39
1634, 4522019.00, 3198929.00, 264.40
1635, 4545295.00, 3246874.00, 887.11
1636, 4577514.00, 3225309.00, 4139.02
1637, 4567707.00, 3237986.00, 8470.77
1638, 4566032.00, 3218521.00, 2903.49
1639, 4574016.00, 3263074.00, 1341.78
1640, 4522729.00, 3206709.00, 1359.08
1641, 4577051.00, 3237408.00, 2063.33
1642, 4526867.00, 3253015.00, 1517.23
1643, 4522052.00, 3202303.00, 2530.36
1644, 4522392.00, 3219956.00, 5129.91
1645, 4579407.00, 3233280.00, 3590.44
1646, 4575994.00, 3249352.00, 4685.12
1647, 4560689.00, 3215330.00, 1104.56
1648, 4570270.00, 3239716.00, 11065.38
1649, 4536336.00, 3197332.00, 835.22
1650, 4529730.00, 3250487.00, 1754.45
1651, 4518265.00, 3197873.00, 447.26
1652, 4580129.00, 3225891.00, 2357.39
1653, 4525421.00, 3244059.00, 3501.48
1654, 4560106.00, 3195952.00, 842.63
1655, 4563116.00, 3234429.00, 3261.79
1656, 4559308.00, 3216454.00, 1351.67
1657, 4545479.00, 3256724.00, 140.85
1658, 4530105.00, 3213448.00, 1934.84
1659, 4541243.00, 3210757.00, 934.06
1660, 4568782.00, 3263127.00, 1588.89
1661, 4580691.00, 3259036.00, 1230.58
1662, 4527784.00, 3204704.00, 6358.02
1663, 4518514.00, 3239240.00, 1878.00
1664, 4539268.00, 3260898.00, 2236.30
1665, 4553641.00, 3239160.00, 2.47
1666, 4530423.00, 3211013.00, 175.44
1667, 4550047.00, 3217007.00, 3447.12
1668, 4549980.00, 3218783.00, 1635.84
1669, 4520572.00, 3244672.00, 2226.42
1670, 4527392.00, 3248828.00, 1818.70
1671, 4573185.00, 3223992.00, 3701.64
1672, 4563147.00, 3223655.00, 1499.93
1673, 4577618.00, 3219349.00, 1596.30
1674, 4543952.00, 3223407.00, 2817.00
1675, 4582624.00, 3207795.00, 958.77
1676, 4583190.00, 3228528.00, 1205.87
1677, 4544848.00, 3254322.00, 24.71
1678, 4527600.00, 3241935.00, 2676.15
1679, 4586355.00, 3220578.00, 2307.96
1680, 4581062.00, 3242026.00, 4237.86
1681, 4525917.00, 3248500.00, 1838.46
1682, 4575676.00, 3241384.00, 1764.33
1683, 4564977.00, 3242523.00, 3807.89
1684, 4533649.00, 3261536.00, 3358.16
1685, 4567281.00, 3259629.00, 2253.60
1686, 4584687.00, 3257120.00, 3563.26
1687, 4572808.00, 3220250.00, 2120.16
1688, 4523150.00, 3246405.00, 2377.15
1689, 4525503.00, 3219753.00, 13585.85
1690, 4567620.00, 3246515.00, 973.60
1691, 4522335.00, 3230026.00, 1435.68
1692, 4531262.00, 3219975.00, 6422.27
1693, 4529279.00, 3250341.00, 2085.57
1694, 4571464.00, 3247649.00, 3634.92
1695, 4566553.00, 3218051.00, 2181.94
1696, 4570626.00, 3225395.00, 3768.36
1697, 4526912.00, 3217216.00, 7326.67
1698, 4575652.00, 3260253.00, 2191.82
1699, 4557641.00, 3215504.00, 1850.82
1700, 4527798.00, 3215925.00, 5515.39
1701, 4546445.00, 3259944.00, 827.80
1702, 4579807.00, 3209621.00, 3078.93
1703, 4542343.00, 3245838.00, 2574.84
1704, 4570621.00, 3234761.00, 5033.54
1705, 4519249.00, 3247331.00, 3358.16
1706, 4551862.00, 3260315.00, 158.15
1707, 4528847.00, 3223861.00, 20319.48
1708, 4557669.00, 3229254.00, 3056.69
1709, 4521578.00, 3216942.00, 2236.30
1710, 4579580.00, 3254923.00, 4526.97
1711, 4537948.00, 3219141.00, 3810.36
1712, 4581185.00, 3242559.00, 5601.88
1713, 4552991.00, 3219234.00, 1890.36
1714, 4571188.00, 3246479.00, 2345.03
1715, 4534244.00, 3222709.00, 13047.16
1716, 4546159.00, 3216108.00, 4554.15
1717, 4528337.00, 3232644.00, 3634.92
1718, 4522515.00, 3218732.00, 3793.07
1719, 4570705.00, 3219980.00, 4744.42
1720, 4527958.00, 3235494.00, 4900.10
1721, 4569923.00, 3232483.00, 5204.04
1722, 4565303.00, 3252682.00, 3219.78
1723, 4557264.00, 3205711.00, 1532.05
1724, 4572361.00, 3208591.00, 1766.80
1725, 4535334.00, 3229987.00, 3427.35
1726, 4578524.00, 3239487.00, 3780.71
1727, 4574895.00, 3226820.00, 5401.72
1728, 4571840.00, 3220439.00, 4307.05
1729, 4526215.00, 3222032.00, 16378.14
1730, 4576374.00, 3222357.00, 3400.17
1731, 4578312.00, 3204085.00, 664.71
1732, 4578669.00, 3256776.00, 2387.04
1733, 4543774.00, 3243303.00, 457.14
1734, 4529484.00, 3218025.00, 5260.87
1735, 4523226.00, 3196599.00, 1102.09
1736, 4557436.00, 3225148.00, 2760.17
1737, 4537069.00, 3236543.00, 1566.65
1738, 4521226.00, 3246673.00, 1840.94
1739, 4527665.00, 3231647.00, 3081.40
1740, 4526859.00, 3219223.00, 12051.33
1741, 4562924.00, 3241085.00, 1144.10
1742, 4519622.00, 3219198.00, 2555.07
1743, 4564944.00, 3228730.00, 6034.31
1744, 4535758.00, 3237003.00, 1771.75
1745, 4577576.00, 3254420.00, 1546.88
1746, 4521271.00, 3218751.00, 3998.17
1747, 4578592.00, 3238948.00, 4418.24
1748, 4560465.00, 3233076.00, 2251.13
1749, 4568746.00, 3198024.00, 1124.33
1750, 4518026.00, 3205441.00, 2068.27
1751, 4583153.00, 3214929.00, 934.06
1752, 4522084.00, 3220756.00, 5389.37
1753, 4573855.00, 3218181.00, 1952.13
1754, 4582247.00, 3226945.00, 1245.41
1755, 4524981.00, 3230647.00, 1522.17
1756, 4548081.00, 3226786.00, 2167.11
1757, 4545007.00, 3215945.00, 5055.78
1758, 4534450.00, 3248517.00, 2597.08
1759, 4579845.00, 3243922.00, 158.15
1760, 4566600.00, 3196935.00, 978.54
1761, 4561376.00, 3219733.00, 3204.96
1762, 4573846.00, 3261401.00, 961.24
1763, 4563653.00, 3235038.00, 2913.37
1764, 4571950.00, 3215350.00, 3770.83
1765, 4544362.00, 3200216.00, 2152.29
1766, 4546084.00, 3217818.00, 7897.49
1767, 4582066.00, 3220941.00, 2448.81
1768, 4526606.00, 3245321.00, 3170.36
1769, 4539791.00, 3233594.00, 4593.69
1770, 4545177.00, 3259505.00, 808.03
1771, 4541492.00, 3237524.00, 521.39
1772, 4552914.00, 3205172.00, 884.64
1773, 4584699.00, 3209028.00, 1519.70
1774, 4561775.00, 3239791.00, 3296.39
1775, 4566384.00, 3224706.00, 2629.20
1776, 4567397.00, 3225608.00, 1588.89
1777, 4550489.00, 3207034.00, 17.30
1778, 4524119.00, 3248009.00, 934.06
1779, 4538085.00, 3236427.00, 1186.11
1780, 4584524.00, 3249716.00, 1047.73
1781, 4559159.00, 3219144.00, 4042.64
1782, 4530386.00, 3229953.00, 1250.35
1783, 4561168.00, 3196133.00, 852.51
1784, 4539849.00, 3218145.00, 10089.31
1785, 4526009.00, 3257886.00, 2520.47
1786, 4537462.00, 3237971.00, 2525.42
1787, 4553993.00, 3222814.00, 1191.05
1788, 4528881.00, 3236603.00, 3711.52
1789, 4578698.00, 3236867.00, 5421.49
1790, 4557372.00, 3229148.00, 2609.43
1791, 4531536.00, 3213072.00, 2.47
1792, 4565734.00, 3227624.00, 2629.20
1793, 4552482.00, 3218899.00, 1586.42
1794, 4552779.00, 3222532.00, 605.41
1795, 4525318.00, 3250910.00, 1329.43
1796, 4530739.00, 3225482.00, 21275.77
1797, 4580234.00, 3226552.00, 2090.51
1798, 4553191.00, 3232792.00, 5060.72
1799, 4529545.00, 3243476.00, 3679.40
1800, 4573824.00, 3218437.00, 1994.14
1801, 4572014.00, 3254555.00, 3276.62
1802, 4556385.00, 3210601.00, 3503.95
1803, 4547713.00, 3211513.00, 3516.31
1804, 4579340.00, 3238393.00, 5871.22
1805, 4560815.00, 3240149.00, 3778.24
1806, 4585613.00, 3262754.00, 5026.12
1807, 4574188.00, 3259098.00, 4059.94
1808, 4548083.00, 3228603.00, 2777.46
1809, 4573610.00, 3204368.00, 2337.62
1810, 4561470.00, 3225898.00, 2050.97
1811, 4566877.00, 3228386.00, 2525.42
1812, 4579341.00, 3217300.00, 2802.18
1813, 4573189.00, 3228486.00, 1722.32
1814, 4525832.00, 3252918.00, 7.41
1815, 4553532.00, 3229590.00, 5671.07
1816, 4565686.00, 3236952.00, 3921.56
1817, 4564430.00, 3217870.00, 2154.76
1818, 4539193.00, 3227126.00, 3086.35
1819, 4522952.00, 3206260.00, 1176.22
1820, 4524591.00, 3196790.00, 1475.22
1821, 4539309.00, 3202691.00, 1648.19
1822, 4532559.00, 3199575.00, 2421.63
1823, 4525385.00, 3223864.00, 10316.65
1824, 4575596.00, 3251558.00, 5520.33
1825, 4574666.00, 3257006.00, 2216.54
1826, 4547418.00, 3234016.00, 4297.16
1827, 4565236.00, 3217009.00, 1512.28
1828, 4561886.00, 3234843.00, 3491.60
1829, 4540535.00, 3225318.00, 3439.71
1830, 4517553.00, 3248473.00, 1806.34
1831, 4561100.00, 3233874.00, 2915.84
1832, 4547869.00, 3209074.00, 1774.22
1833, 4578404.00, 3261265.00, 1574.06
1834, 4520192.00, 3245784.00, 2500.71
1835, 4582958.00, 3221231.00, 3970.98
1836, 4583785.00, 3217123.00, 2273.37
1837, 4576203.00, 3251990.00, 6219.64
1838, 4544056.00, 3223779.00, 2735.46
1839, 4583025.00, 3221128.00, 3946.27
1840, 4526133.00, 3223250.00, 12038.97
1841, 4534474.00, 3247788.00, 1989.20
1842, 4559952.00, 3216080.00, 1650.66
1843, 4563401.00, 3249976.00, 1371.43
1844, 4558220.00, 3231219.00, 2120.16
1845, 4550083.00, 3245085.00, 2018.85
1846, 4521617.00, 3243027.00, 2263.49
1847, 4523986.00, 3218676.00, 4685.12
1848, 4539722.00, 3233246.00, 4704.89
1849, 4530407.00, 3215747.00, 3639.86
1850, 4533585.00, 3196853.00, 1079.85
1851, 4519537.00, 3227128.00, 1494.99
1852, 4573853.00, 3230672.00, 2725.57
1853, 4529145.00, 3254935.00, 3387.81
1854, 4585147.00, 3223878.00, 5443.73
1855, 4552219.00, 3249658.00, 509.04
1856, 4520458.00, 3261212.00, 429.96
1857, 4566607.00, 3210703.00, 2547.66
1858, 4544273.00, 3214522.00, 1482.63
1859, 4539246.00, 3238933.00, 1912.60
1860, 4570759.00, 3232279.00, 6182.58
1861, 4544108.00, 3202063.00, 3644.80
1862, 4526934.00, 3203056.00, 9617.34
1863, 4572902.00, 3228927.00, 2555.07
1864, 4526602.00, 3203459.00, 8945.21
1865, 4574411.00, 3253051.00, 4277.39
1866, 4524472.00, 3215546.00, 3864.73
1867, 4560251.00, 3238984.00, 6236.94
1868, 4527248.00, 3217576.00, 7277.25
1869, 4526216.00, 3222081.00, 16378.14
1870, 4518925.00, 3249504.00, 2026.26
1871, 4573800.00, 3228097.00, 2063.33
1872, 4541709.00, 3217590.00, 10282.05
1873, 4571156.00, 3233428.00, 6731.15
1874, 4558885.00, 3206557.00, 1751.98
1875, 4536823.00, 3239418.00, 3002.33
1876, 4578390.00, 3260064.00, 1371.43
1877, 4577926.00, 3239842.00, 1818.70
1878, 4569536.00, 3230897.00, 4635.70
1879, 4524502.00, 3252011.00, 2478.47
1880, 4556162.00, 3248362.00, 973.60
1881, 4550097.00, 3260204.00, 252.05
1882, 4553735.00, 3226689.00, 3162.95
1883, 4576413.00, 3251070.00, 4917.40
1884, 4575055.00, 3204186.00, 1910.12
1885, 4577937.00, 3263153.00, 2041.09
1886, 4557387.00, 3196778.00, 1005.72
1887, 4580325.00, 3247619.00, 2577.31
1888, 4584432.00, 3217470.00, 3429.82
1889, 4576097.00, 3248277.00, 5179.33
1890, 4561816.00, 3222415.00, 790.74
1891, 4554291.00, 3210898.00, 5162.03
1892, 4543917.00, 3223398.00, 2817.00
1893, 4562480.00, 3237484.00, 1663.02
1894, 4535473.00, 3213448.00, 934.06
1895, 4555707.00, 3208914.00, 3365.58
1896, 4548789.00, 3213657.00, 4008.05
1897, 4520907.00, 3243268.00, 4.94
1898, 4574014.00, 3243270.00, 2.47
1899, 4528294.00, 3235079.00, 4284.81
1900, 4582938.00, 3201379.00, 924.17
1901, 4560597.00, 3215953.00, 1452.98
1902, 4575307.00, 3242836.00, 4057.47
1903, 4584321.00, 3239813.00, 3886.97
1904, 4560944.00, 3234531.00, 3718.94
1905, 4575346.00, 3262997.00, 12.36
1906, 4568414.00, 3234389.00, 4106.89
1907, 4555503.00, 3237319.00, 736.37
1908, 4549745.00, 3255812.00, 832.75
1909, 4557094.00, 3207095.00, 1759.39
1910, 4542382.00, 3232059.00, 1443.10
1911, 4554521.00, 3217928.00, 2340.09
1912, 4565361.00, 3216644.00, 1349.20
1913, 4533405.00, 3260737.00, 3587.97
1914, 4565255.00, 3223829.00, 5157.09
1915, 4561116.00, 3235648.00, 4640.64
1916, 4571538.00, 3214017.00, 1583.95
1917, 4539682.00, 3199858.00, 1653.14
1918, 4546760.00, 3233076.00, 3358.16
1919, 4569869.00, 3250541.00, 37.07
1920, 4525626.00, 3198290.00, 4433.07
1921, 4555738.00, 3247323.00, 761.08
1922, 4525804.00, 3232543.00, 2584.72
1923, 4555010.00, 3214482.00, 1690.20
1924, 4522596.00, 3237545.00, 1139.16
1925, 4554069.00, 3213460.00, 2080.63
1926, 4573067.00, 3220114.00, 2110.28
1927, 4526482.00, 3259398.00, 3625.04
1928, 4575533.00, 3227235.00, 5394.31
1929, 4524007.00, 3243816.00, 2117.69
1930, 4559752.00, 3232081.00, 2100.40
1931, 4533161.00, 3223018.00, 16197.76
1932, 4528399.00, 3237456.00, 3830.13
1933, 4550541.00, 3218865.00, 1415.91
1934, 4557744.00, 3227380.00, 2854.07
1935, 4578667.00, 3217582.00, 1855.76
1936, 4560052.00, 3215621.00, 1126.80
1937, 4532809.00, 3232224.00, 2023.79
1938, 4545140.00, 3251856.00, 1282.48
1939, 4541569.00, 3232397.00, 3224.73
1940, 4522760.00, 3206942.00, 1309.66
1941, 4541455.00, 3212654.00, 1329.43
1942, 4576500.00, 3234107.00, 4690.06
1943, 4572910.00, 3251288.00, 2223.95
1944, 4568122.00, 3239708.00, 5740.26
1945, 4582941.00, 3250624.00, 1050.20
1946, 4581268.00, 3260282.00, 1576.53
1947, 4571253.00, 3260915.00, 1114.45
1948, 4575368.00, 3222662.00, 3980.87
1949, 4531689.00, 3212457.00, 98.84
1950, 4536072.00, 3239767.00, 2797.23
1951, 4583966.00, 3252421.00, 1438.15
1952, 4555656.00, 3238901.00, 143.32
1953, 4584496.00, 3222208.00, 2994.92
1954, 4524854.00, 3206265.00, 3476.77
1955, 4585238.00, 3239669.00, 3587.97
1956, 4522898.00, 3198554.00, 264.40
1957, 4575853.00, 3227993.00, 3756.00
1958, 4517704.00, 3249921.00, 1354.14
1959, 4541966.00, 3250271.00, 622.71
1960, 4575562.00, 3257157.00, 1927.42
1961, 4581026.00, 3240890.00, 3466.89
1962, 4570126.00, 3237802.00, 12785.23
1963, 4581824.00, 3260486.00, 1541.94
1964, 4585436.00, 3197637.00, 259.46
1965, 4563555.00, 3262325.00, 990.89
1966, 4560400.00, 3216280.00, 1700.09
1967, 4519086.00, 3239179.00, 1957.07
1968, 4519097.00, 3228488.00, 2152.29
1969, 4533287.00, 3245464.00, 1094.68
1970, 4544652.00, 3219126.00, 13504.31
1971, 4557777.00, 3220691.00, 1717.38
1972, 4559805.00, 3215353.00, 953.83
1973, 4537642.00, 3199769.00, 1262.71
1974, 4534600.00, 3218912.00, 716.61
1975, 4584159.00, 3260051.00, 3078.93
1976, 4574183.00, 3246165.00, 2396.92
1977, 4535309.00, 3221337.00, 7109.22
1978, 4578034.00, 3243180.00, 2046.03
1979, 4585979.00, 3234032.00, 2508.12
1980, 4543387.00, 3201442.00, 3422.41
1981, 4555890.00, 3261314.00, 113.67
1982, 4570154.00, 3252453.00, 2629.20
1983, 4564472.00, 3207400.00, 1571.59
1984, 4555682.00, 3212286.00, 2611.90
1985, 4559486.00, 3219180.00, 4630.75
1986, 4520884.00, 3241266.00, 1653.14
1987, 4571814.00, 3234626.00, 5975.01
1988, 4567068.00, 3200645.00, 76.60
1989, 4563367.00, 3227588.00, 1667.96
1990, 4562145.00, 3228286.00, 1892.83
1991, 4546406.00, 3254752.00, 2085.57
1992, 4583839.00, 3205892.00, 719.08
1993, 4562771.00, 3260787.00, 84.02
1994, 4530151.00, 3243007.00, 3696.70
1995, 4575237.00, 3220808.00, 4252.68
1996, 4525384.00, 3232699.00, 2246.19
1997, 4575295.00, 3239656.00, 1195.99
1998, 4579579.00, 3261270.00, 2162.17
1999, 4537782.00, 3239818.00, 2700.86
2000, 4517708.00, 3241554.00, 1324.48
2001, 4535808.00, 3228142.00, 1208.35
2002, 4578477.00, 3255972.00, 2431.52
2003, 4582477.00, 3260889.00, 1648.19
2004, 4547259.00, 3215914.00, 4311.99
2005, 4565090.00, 3220769.00, 3073.99
2006, 4560227.00, 3219023.00, 3928.98
2007, 4546031.00, 3219837.00, 10546.46
2008, 4572339.00, 3220570.00, 2522.95
2009, 4560150.00, 3209484.00, 3812.84
2010, 4574307.00, 3229794.00, 2676.15
2011, 4537141.00, 3212411.00, 835.22
2012, 4531874.00, 3222530.00, 15698.60
2013, 4553570.00, 3230500.00, 3753.53
2014, 4586346.00, 3257980.00, 1351.67
2015, 4528907.00, 3219050.00, 8305.21
2016, 4567008.00, 3217659.00, 1457.92
2017, 4540812.00, 3235889.00, 469.50
2018, 4532591.00, 3222108.00, 13440.06
2019, 4526774.00, 3215453.00, 4568.98
2020, 4559111.00, 3214321.00, 3343.34
2021, 4533005.00, 3235503.00, 1195.99
2022, 4573250.00, 3227071.00, 2028.74
2023, 4579786.00, 3221962.00, 2310.44
2024, 4527698.00, 3197818.00, 3575.61
2025, 4526219.00, 3249495.00, 2834.30
2026, 4557013.00, 3242787.00, 54.36
2027, 4582840.00, 3214650.00, 1057.61
2028, 4561561.00, 3197455.00, 1420.86
2029, 4525094.00, 3218505.00, 9629.70
